sheet,address,row,col,mergeRange,mergeAnchor,kind,text
구성기업 계산,B39,39,2,B39:L39,B39,label,(v) 투과기업인 최종모기업에 대한 특례(「국제조세조정에 관한 법률」 제77조의2제2항 및 같은 법 시행령 제133조)
구성기업 계산,B40,40,2,B40:L40,B40,label,(w) 배당공제제도를 적용받는 최종모기업에 대한 특례(「국제조세조정에 관한 법률」 제77조의2제1항 및 같은 법 시행령 제132조)
구성기업 계산,B41,41,2,B41:L41,B41,label,(x) 과세분배방법 적용 선택에 따른 조정(「국제조세조정에 관한 법률」 제79조제6항 및 같은 법 시행령 제137조)
구성기업 계산,B42,42,2,B42:L42,B42,label,(y) 국제해운소득ㆍ결손(「국제조세조정에 관한 법률」 제66조제3항 및 같은 법 시행령 제106조)
구성기업 계산,B43,43,2,B43:L43,B43,label,(z) 구성기업 간 자산거래(「국제조세조정에 관한 법률 시행규칙」 제89조제4항)
구성기업 계산,B44,44,2,B44:L44,B44,label,4. 구성기업 또는 공동기업그룹 기업의 글로벌최저한세소득ㆍ결손
구성기업 계산,M44,44,13,M44:R44,M44,value,0
구성기업 계산,B46,46,2,B46:R46,B46,label,(b) 본점과 고정사업장간 손익의 국가간 배분 및 투과기업 손익의 국가간 배분 (「국제조세조정에 관한 법률」 제66조제4항부터 제7항까지 및 같은 법 시행령 제107조ㆍ제108조)
구성기업 계산,B47,47,2,,,label,1. 해당 국가에  소재하는 구성기업 또는 공동기업그룹 기업 또는 무국적 구성기업 (납세자번호)
구성기업 계산,C47,47,3,C47:D47,C47,label,2. 조정 전  회계상 순손익
구성기업 계산,E47,47,5,E47:F47,E47,label,3. 조정근거
구성기업 계산,G47,47,7,G47:I47,G47,label,4. 상대 구성기업 또는 공동기업그룹 기업 (납세자번호)
구성기업 계산,J47,47,10,J47:K47,J47,label,5. 상대 구성기업  또는 공동기업그룹 기업의  소재지국(ISO 코드)
구성기업 계산,L47,47,12,L47:M47,L47,label,6. 해당 구성기업에 대한 손익배분 가산액
구성기업 계산,N47,47,14,N47:P47,N47,label,7. 해당 구성기업에 대한 손익배분 차감액
구성기업 계산,Q47,47,17,Q47:R47,Q47,label,8. 조정 후  회계상 순손익
구성기업 계산,B53,53,2,B53:R53,B53,label,(c) 국가간 손익 조정
구성기업 계산,B54,54,2,,,label,1. 해당 국가에 소재하는 구성기업 또는 공동기업 그룹 기업 (납세자번호)
구성기업 계산,C54,54,3,C54:E54,C54,label,2. 조정근거
구성기업 계산,F54,54,6,F54:H54,F54,label,3. 상대 구성기업 또는 공동기업그룹 기업(납세자번호)
구성기업 계산,I54,54,9,I54:K54,I54,label,4. 상대 구성기업 또는 공동기업 그룹 기업 소재지국(ISO 코드)
구성기업 계산,L54,54,12,L54:O54,L54,label,5. 해당 구성기업에 대한 손익배분 가산액
구성기업 계산,P54,54,16,P54:R54,P54,label,6. 해당 구성기업에 대한 손익배분 차감액
구성기업 계산,B60,60,2,B60:R60,B60,label,(d) 「국제조세조정에 관한 법률」 제77조의2에 따른 최종모기업의 글로벌최저한세소득 감액
구성기업 계산,B61,61,2,B61:D61,B61,label,1. 해당 국가에 소재하는 구성기업 또는 공동기업그룹 기업(납세자번호)
구성기업 계산,E61,61,5,E61:G61,E61,label,2. 감액근거
구성기업 계산,H61,61,8,H61:J61,H61,label,3. 소유지분보유자 또는 배당수취자 정보
구성기업 계산,K61,61,11,K61:M61,K61,label,4. 직접보유비율(%)
구성기업 계산,N61,61,14,N61:R61,N61,label,5. 해당 구성기업의 소득차감액
구성기업 계산,B66,66,2,B66:R66,B66,label,3.2.4.2 조정대상조세
구성기업 계산,B67,67,2,B67:R67,B67,label,(a) 회계상 당기법인세비용 조정
구성기업 계산,B68,68,2,B68:N68,B68,label,1. 구성기업 또는 공동기업그룹 기업의 납세자번호
구성기업 계산,B69,69,2,B69:N69,B69,label,2.「국제조세조정에 관한 법률 시행령」 제111조에 따른 배분 후 당기법인세비용
구성기업 계산,B70,70,2,B70:N70,B70,label,3. 조정사항
구성기업 계산,O70,70,15,O70:P70,O70,label,가산액
구성기업 계산,Q70,70,17,Q70:R70,Q70,label,차감액
구성기업 계산,B71,71,2,B71:N71,B71,label,(a) 회계상 세전이익 계산에서 비용으로 계상한 대상조세(「국제조세조정에 관한 법률 시행령」 제110조제1호가목)
구성기업 계산,B72,72,2,B72:N72,B72,label,(b) 이전 사업연도에 대상조세 차감으로 처리되었던 불확실한 세무처리 항목 관련 대상조세의 당기 납부(「국제조세조정에 관한 법률 시행령」 제110조제1호나목)
구성기업 계산,B73,73,2,B73:N73,B73,label,(c) 당기법인세비용에서 차감된 적격환급가능세액공제 또는 적격양도가능세액공제(「국제조세조정에 관한 법률 시행령」 제110조제1호다목)
구성기업 계산,B74,74,2,B74:N74,B74,label,(d) 적격 소유지분에 의한 적격투과조세혜택(「국제조세조정에 관한 법률 시행규칙」 별표 1 제4호사목부터 차목까지)
구성기업 계산,B75,75,2,B75:N75,B75,label,(e) 글로벌최저한세소득ㆍ결손 계산에서 제외되는 소득에 대한 당기법인세비용(「국제조세조정에 관한 법률 시행령」 제110조제2호가목)
구성기업 계산,B76,76,2,B76:N76,B76,label,"(f) 당기법인세비용의 감액으로 처리되지 않은 비적격환급가능세액공제, 비적격양도가능세액공제 또는 그 밖의 세액공제     (「국제조세조정에 관한 법률 시행령」 제110조제2호나목 및 다목)"
구성기업 계산,B77,77,2,B77:N77,B77,label,(g) 적격환급가능세액공제 및 적격양도가능세액공제를 제외한 대상조세 환급 및 세액공제로서 당기법인세비용 감액으로 처리되지 않은 금액     (「국제조세조정에 관한 법률 시행령」 제110조제2호라목)
구성기업 계산,B78,78,2,B78:N78,B78,label,(h) 불확실한 세무처리 항목 관련 당기법인세비용(「국제조세조정에 관한 법률 시행령」 제110조제2호마목)
구성기업 계산,B79,79,2,B79:N79,B79,label,(i) 사업연도 종료일부터 3년 이내에 납부되지 않을 것으로 예상되는 당기법인세비용(「국제조세조정에 관한 법률 시행령」 제110조제2호바목)
구성기업 계산,B80,80,2,B80:N80,B80,label,(j) 신고 후 조정(「국제조세조정에 관한 법률」 제68조제1항 및 제2항)
구성기업 계산,B81,81,2,B81:N81,B81,label,(k) 총자산처분이익 조정 선택을 한 경우에 대한 자산처분순손익 관련 대상조세(「국제조세조정에 관한 법률 시행규칙」 별표 1 제10호가목)
구성기업 계산,B82,82,2,B82:N82,B82,label,(l) 투과기업인 최종모기업의 대상조세 감액(「국제조세조정에 관한 법률 시행령」 제133조제2항)
구성기업 계산,B83,83,2,B83:N83,B83,label,(m) 배당공제제도 적용 최종모기업의 차감된 글로벌최저한세소득금액 관련 대상조세(「국제조세조정에 관한 법률 시행령」 제132조)
구성기업 계산,B84,84,2,B84:N84,B84,label,(n) 간주분배세액(「국제조세조정에 관한 법률 시행령」 제134조제7항)
구성기업 계산,B85,85,2,B85:N85,B85,label,(o) 과세분배방법 적용 선택(「국제조세조정에 관한 법률 시행령」 제137조)
구성기업 계산,B86,86,2,B86:N86,B86,label,(p) 총이연법인세조정금액(「국제조세조정에 관한 법률」 제67조제2항부터 제4항까지)
구성기업 계산,B87,87,2,B87:N87,B87,label,(q) 글로벌최저한세소득ㆍ결손 계산에 포함되고 과세 대상인 손익과 관련된 대상조세 증감액에 대응되는 것으로서 회계상 자본 또는 기타포괄손익에 계상된 것     (「국제조세조정에 관한 법률 시행령」 제110조제3호나목)
구성기업 계산,B88,88,2,B88:N88,B88,label,4. 조정대상조세
구성기업 계산,O88,88,15,O88:R88,O88,value,0
구성기업 계산,B90,90,2,B90:R90,B90,label,(b) 대상조세 국가간 배분
구성기업 계산,B91,91,2,,,label,"1. 구성기업, 공동 기업그룹 기업 (또는 무국적구성 기업) 납세자번호"
구성기업 계산,C91,91,3,C91:D91,C91,label,2. 구성기업(또는 공동 기업그룹 기업)의  배분 전 대상조세
구성기업 계산,E91,91,5,E91:F91,E91,label,3. 조정 근거
구성기업 계산,G91,91,7,G91:I91,G91,label,4. 상대 구성기업(또는 공동기업그룹  기업) 납세자번호
구성기업 계산,J91,91,10,J91:K91,J91,label,5. 상대 구성기업(또는 공동기업그룹 기업) 소재지국(ISO 코드)
구성기업 계산,L91,91,12,L91:M91,L91,label,6. 해당 구성기업에 대한 손익배분 가산액
구성기업 계산,N91,91,14,N91:P91,N91,label,7. 해당 구성기업에 대한 손익배분 차감액
구성기업 계산,Q91,91,17,Q91:R91,Q91,label,8. 조정 후 구성기업 (또는 공동기업그룹의 기업)의 대상조세
구성기업 계산,B94,94,2,B94:R94,B94,label,(c) 이연법인세
구성기업 계산,B95,95,2,B95:N95,B95,label,1. 구성기업 또는 공동기업그룹 기업의 납세자번호
구성기업 계산,B96,96,2,B96:N96,B96,label,2. 이연법인세비용 금액(글로벌최저한세 기준)
구성기업 계산,B97,97,2,B97:N97,B97,label,3. 이연법인세비용의 조정
구성기업 계산,O97,97,15,O97:P97,O97,label,가산액
구성기업 계산,Q97,97,17,Q97:R97,Q97,label,차감액
구성기업 계산,B98,98,2,B98:N98,B98,label,(a) 글로벌최저한세소득ㆍ결손 계산에서 제외되는 손익 항목 관련 이연법인세비용(「국제조세조정에 관한 법률 시행령」 제112조제1항제1호의2가목)
구성기업 계산,B99,99,2,B99:N99,B99,label,(b) 불확실한 세무처리 항목 등 관련 이연법인세비용(「국제조세조정에 관한 법률 시행령」 제112조제1항1호의2다목)
구성기업 계산,B100,100,2,B100:N100,B100,label,(c) 이연법인세부채 미반영 선택 사항 관련 이연법인세비용(「(국제조세조정에 관한 법률 시행령」 제112조제1항1호의2나목4))
구성기업 계산,B101,101,2,B101:N101,B101,label,(d) 이연법인세자산에 대한 평가 조정 또는 인식 조정 관련(「국제조세조정에 관한 법률 시행령」 제112조제1항1호의2나목1))
구성기업 계산,B102,102,2,B102:N102,B102,label,(e) 법인세 세율 변동에 따른 재계산 관련 이연법인세비용(「국제조세조정에 관한 법률 시행령」 제112조제1항1호의2나목2))
구성기업 계산,B103,103,2,B103:N103,B103,label,(f) 이월세액공제의 발생 또는 사용 관련 이연법인세비용(「국제조세조정에 관한 법률 시행령」 제112조제1항1호의2나목3))
구성기업 계산,B104,104,2,B104:N104,B104,label,(g) 국내원천결손 관련 대체이월결손금 이연법인세자산(「국제조세조정에 관한 법률 시행규칙」 제71조제1항부터 제3항까지)
구성기업 계산,B105,105,2,B105:N105,B105,label,(h) 이전 사업연도의 이연법인세 미반영 선택 사항에 대한 법인세로서 신고대상 사업연도에 환원된 금액(「국제조세조정에 관한 법률 시행령」 제112조제1항제2호가목)
구성기업 계산,B106,106,2,B106:N106,B106,label,(i) 이전 사업연도에 발생한 이연법인세부채환입액으로서 신고대상 사업연도에 환원된 금액(「국제조세조정에 관한 법률 시행령」 제112조제1항제2호나목)
구성기업 계산,B107,107,2,B107:N107,B107,label,(j) 회계상 인식 기준 미충족으로 계상되지 않은 신고대상 사업연도의 결손금 이연법인세자산의 인식(「국제조세조정에 관한 법률 시행령」 제112조제1항제3호)
구성기업 계산,B108,108,2,B108:N108,B108,label,(k) 세율 인하에 따른 이연법인세비용 조정(「국제조세조정에 관한 법률 시행령」 제116조제1호)
구성기업 계산,B109,109,2,B109:N109,B109,label,(l) 세율 인상에 따른 이연법인세비용 조정(「국제조세조정에 관한 법률 시행령」 제116조제2호)
구성기업 계산,B110,110,2,B110:N110,B110,label,(m) 조직재편 시 다국적기업그룹의 구성기업으로 포함되거나 제외되는 경우(「국제조세조정에 관한 법률 시행규칙」 제80조제4호 및 제5호)
구성기업 계산,B111,111,2,B111:N111,B111,label,(n) 투과기업인 최종모기업의 이연법인세비용(「국제조세조정에 관한 법률 시행령」 제133조)
구성기업 계산,B112,112,2,B112:N112,B112,label,(o) 배당공제제도 적용 최종모기업의 이연법인세비용(「국제조세조정에 관한 법률 시행령」 제132조)
구성기업 계산,B113,113,2,B113:N113,B113,label,(p) 구성기업 간 자산거래에 따른 이연법인세 조정(「국제조세조정에 관한 법률 시행규칙」 제89조제4항)
구성기업 계산,B114,114,2,B114:N114,B114,label,4. 최저한세율보다 낮은 세율로 계상된 이연법인세비용과 최저한세율로 재계산된 이연법인세비용의 차이 금액
구성기업 계산,B115,115,2,B115:N115,B115,label,5. 최저한세율보다 높은 세율로 계상된 이연법인세비용과 최저한세율로 재계산된 이연법인세비용의 차이 금액
구성기업 계산,B116,116,2,B116:N116,B116,label,6. 총이연법인세조정금액
구성기업 계산,O116,116,15,O116:R116,O116,value,0
구성기업 계산,B118,118,2,B118:R118,B118,label,3.2.4.3 구성기업(또는 공동기업그룹 기업)별 선택
구성기업 계산,B119,119,2,B119:N119,B119,label,1. 선택적용 대상 구성기업(또는 공동기업그룹 기업) 납세자번호
구성기업 계산,B120,120,2,B120:B122,B120,label,2. 매년 선택
구성기업 계산,C120,120,3,C120:N120,C120,label,a. 중요성이 낮은 구성기업에 대한 간소화 계산 선택(간소화 계산 적용)
구성기업 계산,C121,121,3,C121:N121,C121,label,b. 채무면제이익의 제외 선택(「국제조세조정에 관한 법률 시행규칙」 별표 1 제11호)
구성기업 계산,C122,122,3,C122:N122,C122,label,c. 이연법인세비용 미반영 선택(「국제조세조정에 관한 법률 시행령」 제112조제1항제1호의2나목4))
구성기업 계산,B123,123,2,B123:B129,B123,label,3. 5년 선택
구성기업 계산,O123,123,15,O123:P123,O123,label,4. 선택 사업연도
구성기업 계산,Q123,123,17,Q123:R123,Q123,label,5. 취소 사업연도
구성기업 계산,C124,124,3,C124:N124,C124,label,d. 제외기업의 구성기업 간주 선택(「국제조세조정에 관한 법률」 제62조제4항)
구성기업 계산,C125,125,3,C125:N125,C125,label,e. 분산투자지분에 대한 배당의 글로벌최저한세소득 포함 선택(「국제조세조정에 관한 법률 시행규칙」 별표 1 제2호다목)
구성기업 계산,C126,126,3,C126:N126,C126,label,f. 분산투자지분 외의 소유지분 관련 환위험 회피수단 발생 외환손익의 제외 지분손익 포함 선택(「국제조세조정에 관한 법률 시행규칙」 별표 1 제4호나목)
구성기업 계산,C127,127,3,C127:N127,C127,label,g. 투자기업의 투시과세기업 취급 선택(「국제조세조정에 관한 법률」 제79조제5항 및 같은 법 시행령 제136조)
구성기업 계산,C128,128,3,C128:N128,C128,label,h. 투자기업에 대한 과세분배방법 적용 선택(「국제조세조정에 관한 법률」 제79조제6항 및 같은 법 시행령 제137조)
구성기업 계산,C129,129,3,C129:N129,C129,label,i. 이연법인세비용 미반영 선택(「국제조세조정에 관한 법률 시행령」 제112조제1항제1호의2나목4))
구성기업 계산,B130,130,2,,,label,6. 기타선택
구성기업 계산,C130,130,3,C130:N130,C130,label,j. 결손취급특례 적용 선택(「국제조세조정에 관한 법률」 제67조제4항 및 같은 법 시행령 제113조의3)
구성기업 계산,B132,132,2,B132:R132,B132,label,k. 공정가액조정 선택(「국제조세조정에 관한 법률」 제76조제4항 및 같은 법 시행령 제129조제4항)
구성기업 계산,B133,133,2,B133:D133,B133,label,1. 선택적용 대상 구성기업 (또는     공동기업그룹 기업) 납세자번호
구성기업 계산,E133,133,5,E133:H133,E133,label,2. 공정가액조정 적용 사업연도
구성기업 계산,I133,133,9,I133:R133,I133,label,3. (i) 공정가액조정 적용 사업연도의 글로벌최저한세소득 포함(「국제조세조정에 관한 법률 시행령」        제129조제4항제3호가목) 또는     (ii) 공정가액조정 적용 사업연도 및 이후 4개 사업연도의 글로벌최저한세소득 포함 선택        (「국제조세조정에 관한 법률 시행령」 제129조제4항제3호나목)
구성기업 계산,B139,139,2,B139:R139,B139,label,3.2.4.4 국제해운소득ㆍ결손 제외
구성기업 계산,B140,140,2,B140:R140,B140,label,(a) 국제해운소득ㆍ결손 제외
구성기업 계산,B141,141,2,B141:N141,B141,label,1. 본 소재지국 구성기업(또는 공동기업그룹 기업) 납세자번호
구성기업 계산,B142,142,2,B142:C145,B142,label,국제해운소득ㆍ결손
구성기업 계산,D142,142,4,D142:N142,D142,label,2. 유형(「국제조세조정에 관한 법률 시행령」 제106조제1항제1호부터 제6호까지의 규정 중 선택)
구성기업 계산,D143,143,4,D143:N143,D143,label,3. 수익
구성기업 계산,D144,144,4,D144:N144,D144,label,4. 비용
구성기업 계산,D145,145,4,D145:N145,D145,label,5. 국제해운소득ㆍ결손
구성기업 계산,O145,145,15,O145:R145,O145,value,0
구성기업 계산,B146,146,2,B146:C149,B146,label,적격국제해운부수소득ㆍ결손
구성기업 계산,D146,146,4,D146:N146,D146,label,6. 유형(「국제조세조정에 관한 법률 시행령」 제106조제2항제1호부터 제5호까지의 규정 중 선택)
구성기업 계산,D147,147,4,D147:N147,D147,label,7. 수익
구성기업 계산,D148,148,4,D148:N148,D148,label,8. 비용
구성기업 계산,D149,149,4,D149:N149,D149,label,9. 적격국제해운부수소득ㆍ결손
구성기업 계산,O149,149,15,O149:R149,O149,value,0
구성기업 계산,B150,150,2,B150:C151,B150,label,실질기반제외소득에 대한 효과
구성기업 계산,D150,150,4,D150:N150,D150,label,10. 국제해운소득ㆍ결손 및 적격국제해운부수소득ㆍ결손에 귀속되는 인건비
구성기업 계산,D151,151,4,D151:N151,D151,label,11. 국제해운소득ㆍ결손 및 적격국제해운부수소득ㆍ결손 창출에 사용된 유형자산 장부가액
구성기업 계산,B152,152,2,B152:C152,B152,label,대상조세
구성기업 계산,D152,152,4,D152:N152,D152,label,12. 국제해운소득ㆍ결손 및 적격국제해운부수소득ㆍ결손에 귀속되는 대상조세
구성기업 계산,B154,154,2,B154:R154,B154,label,3.2.4.5 과세분배방법 적용 선택 관련 정보(해당되는 경우)
구성기업 계산,B155,155,2,B155:R155,B155,label,과세분배방법 적용 선택
구성기업 계산,B156,156,2,B156:D156,B156,label,1. 선택대상인 주주구성기업 (또는 주주인 공동기업그룹 기업) (납세자번호)
구성기업 계산,E156,156,5,E156:F156,E156,label,2. 선택대상 투자기업 (납세자번호)
구성기업 계산,G156,156,7,G156:J156,G156,label,3. 투자기업의 글로벌최저한세소득으로서 주주구성기업(또는 주주인 공동기업그룹 기업)이 수취하거나 수취한 것으로  간주되는 분배금
구성기업 계산,K156,156,11,K156:M156,K156,label,4. 투자기업이 납부하는 대상조세로서 주주구성기업(또는 주주인  공동기업그룹 기업)의  분배금 등에 대한 산출세액에서 공제되는 금액
구성기업 계산,N156,156,14,N156:R156,N156,label,5. 투자기업의 미분배 순글로벌최저한세 소득금액 잔액 중 해당 주주구성기업 (또는 주주인 공동기업그룹 기업)에 귀속되는 지분율
구성기업 계산,B162,162,2,B162:R162,B162,label,3.2.4.6. 그 밖의 회계기준
구성기업 계산,B163,163,2,B163:J163,B163,label,1. 최종모기업의 연결재무제표 작성 회계기준 외의 회계기준에 따라 계산된 회계상 순손익을 사용하는 구성기업(또는 공동기업그룹 기업)의 납세자번호
구성기업 계산,K163,163,11,K163:R163,K163,label,2. 적용하는 인정회계기준 또는 공인회계기준
구성기업 계산,B169,169,2,B169:R169,B169,label,3.4 추가세액 배분과 귀속
구성기업 계산,B170,170,2,B170:R170,B170,label,3.4.1 해당 국가에 대한 소득산입규칙의 적용
구성기업 계산,B171,171,2,B171:C173,B171,label,1. 추가세액 배분    그룹기업
구성기업 계산,D171,171,4,D171:N171,D171,label,a. 저율과세구성기업 또는 저율과세 공동기업그룹 기업의 납세자번호
구성기업 계산,D172,172,4,D172:N172,D172,label,b. 저율과세구성기업 또는 저율과세 공동기업그룹 기업의 글로벌최저한세소득
구성기업 계산,D173,173,4,D173:N173,D173,label,c. 저율과세구성기업 또는 저율과세 공동기업그룹 기업의 추가세액
구성기업 계산,B174,174,2,B174:C177,B174,label,2. 적격소득산입규칙을    적용해야 하는 모기업
구성기업 계산,D174,174,4,D174:N174,D174,label,a. 모기업(납세자번호)
구성기업 계산,D175,175,4,D175:N175,D175,label,b. 모기업 소재지국
구성기업 계산,D176,176,4,D176:N176,D176,label,c. 모기업 외의 다른 소유지분 보유자에게 귀속되는 글로벌최저한세소득
구성기업 계산,D177,177,4,D177:N177,D177,label,d. 모기업의 소득산입비율
구성기업 계산,B178,178,2,B178:C180,B178,label,3. 소득산입규칙    추가세액
구성기업 계산,D178,178,4,D178:N178,D178,label,a. 모기업의 추가세액배분액
구성기업 계산,D179,179,4,D179:N179,D179,label,b. 소득산입규칙 추가세액배분액의 차감액
구성기업 계산,D180,180,4,D180:N180,D180,label,c. 모기업이 납부할 추가세액 합계
구성기업 계산,B182,182,2,B182:R182,B182,label,3.4.2 해당 소재지국에 대한 소득산입보완규칙 추가세액
구성기업 계산,B183,183,2,B183:N183,B183,label,1.「국제조세조정에 관한 법률」 제73조제3항제1호에 해당하지 않는 저율과세구성기업 또는 저율과세 공동기업그룹 기업의 납세자번호
구성기업 계산,B184,184,2,B184:N184,B184,label,2.「국제조세조정에 관한 법률」 제73조제3항제2호에 따라 같은 조 제2항의 저율과세구성기업(또는 저율과세 공동기업 또는 공동기업 자회사) 추가세액에서   소득산입규칙 추가세액 납부액을 차감
구성기업 계산,B185,185,2,B185:N185,B185,label,3. 해당 소재지국에 대한 소득산입보완규칙 추가세액 합계
