sheet,address,row,col,mergeRange,mergeAnchor,kind,text
국가별 계산,C200,200,3,C200:E201,C200,label,2. 간주분배세액결정  (「국제조세조정에 관한 법률 시행령」 제134조제2항)
국가별 계산,F200,200,6,F200:O200,F200,label,3. 간주분배세액 환입계정
국가별 계산,P200,200,16,P200:R201,P200,label,4. 간주분배세액 환입계정 잔액
국가별 계산,F201,201,6,F201:H201,F201,label,직전 3년차 사업연도
국가별 계산,I201,201,9,I201:J201,I201,label,직전 전 사업연도
국가별 계산,K201,201,11,K201:L201,K201,label,직전 사업연도
국가별 계산,M201,201,13,M201:O201,M201,label,신고대상 사업연도
국가별 계산,B202,202,2,,,label,직전 4년차
국가별 계산,B203,203,2,,,label,직전 3년차
국가별 계산,F203,203,6,F203:H203,F203,label,해당없음
국가별 계산,B204,204,2,,,label,직전 2년차
국가별 계산,F204,204,6,F204:H204,F204,label,해당없음
국가별 계산,I204,204,9,I204:J204,I204,label,해당없음
국가별 계산,B205,205,2,,,label,직전연도
국가별 계산,F205,205,6,F205:H205,F205,label,해당없음
국가별 계산,I205,205,9,I205:J205,I205,label,해당없음
국가별 계산,K205,205,11,K205:L205,K205,label,해당없음
국가별 계산,B206,206,2,,,label,신고대상 사업연도
국가별 계산,F206,206,6,F206:H206,F206,label,해당없음
국가별 계산,I206,206,9,I206:J206,I206,label,해당없음
국가별 계산,K206,206,11,K206:L206,K206,label,해당없음
국가별 계산,M206,206,13,M206:O206,M206,label,해당없음
국가별 계산,P206,206,16,P206:R206,P206,label,해당없음
국가별 계산,B208,208,2,B208:R208,B208,label,(b) 간주분배세액 선택 구성기업의 이탈 등에 대한 「국제조세조정에 관한 법률 시행규칙」 제83조제2항부터 제4항까지의 적용
국가별 계산,B209,209,2,B209:F209,B209,label,1. 이전 사업연도 조정대상조세 감액
국가별 계산,G209,209,7,G209:L209,G209,label,2. 추가세액 재계산에 따른 추가세액 증가액
국가별 계산,M209,209,13,M209:R209,M209,label,3. 처분환입비율
국가별 계산,B212,212,2,B212:R212,B212,label,3.2.4.4 국제해운소득ㆍ결손 제외
국가별 계산,B213,213,2,B213:R213,B213,label,(b) 적격국제해운부수소득ㆍ결손에 대한 국가별 한도
국가별 계산,B214,214,2,B214:M214,B214,label,1. 모든 구성기업 또는 공동기업그룹 기업의 국제해운소득ㆍ결손 합계
국가별 계산,B215,215,2,B215:M215,B215,label,2. 50% 한도
국가별 계산,N215,215,14,N215:R215,N215,value,0
국가별 계산,B216,216,2,B216:M216,B216,label,3. 모든 구성기업 또는 공동기업그룹 기업의 적격국제해운부수소득ㆍ결손 합계
국가별 계산,B217,217,2,B217:M217,B217,label,4. B가 A의 50%를 넘는 경우의 한도 초과액
국가별 계산,N217,217,14,N217:R217,N217,value,0
국가별 계산,B219,219,2,B219:R219,B219,label,3.3 추가세액 계산
국가별 계산,B220,220,2,B220:R220,B220,label,3.3.1 추가세액
국가별 계산,B221,221,2,,,label,a. 추가세액비율
국가별 계산,C221,221,3,C221:E221,C221,label,b. 실질기반제외소득
국가별 계산,F221,221,6,F221:H221,F221,label,c. 초과이익
국가별 계산,I221,221,9,I221:K221,I221,label,d. 당기추가세액가산액
국가별 계산,L221,221,12,L221:O221,L221,label,e. 적격소재국추가세액
국가별 계산,P221,221,16,P221:R221,P221,label,f. 추가세액
국가별 계산,C222,222,3,C222:E222,C222,value,0
국가별 계산,I222,222,9,I222:K222,I222,value,0
국가별 계산,L222,222,12,L222:O222,L222,value,0
국가별 계산,B224,224,2,B224:R224,B224,label,3.3.2 실질기반제외소득의 계산(해당되는 경우)
국가별 계산,B225,225,2,B225:R225,B225,label,3.3.2.1 실질기반제외소득 합계
국가별 계산,B226,226,2,B226:G226,B226,label,인건비 제외금액
국가별 계산,H226,226,8,H226:M226,H226,label,유형자산 제외금액
국가별 계산,N226,226,14,N226:R226,N226,candidate,합계
국가별 계산,B227,227,2,B227:C227,B227,label,1. 적격종업원에 관한 해당기업 소재지국의 적격인건비
국가별 계산,D227,227,4,D227:G227,D227,label,2. 신고대상 사업연도에 적용되는 반영 비율
국가별 계산,H227,227,8,H227:J227,H227,label,3. 적격유형자산에 관한 해당기업 소재지국의 장부가액
국가별 계산,K227,227,11,K227:M227,K227,label,4. 신고대상 사업연도에 적용되는 반영 비율
국가별 계산,N227,227,14,N227:R227,N227,label,5. 실질기반제외소득
국가별 계산,B230,230,2,B230:R230,B230,label,3.3.2.2 실질기반제외소득 계산 목적상 적격인건비 및 적격유형자산 장부가액의 고정사업장 배분
국가별 계산,B231,231,2,B231:C231,B231,label,1. 적격인건비
국가별 계산,D231,231,4,D231:G231,D231,label,2. 적격유형자산 장부가액
국가별 계산,H231,231,8,H231:J231,H231,label,3. 고정사업장 소재지국
국가별 계산,K231,231,11,K231:M231,K231,label,4. 고정사업장에 배분된 적격인건비
국가별 계산,N231,231,14,N231:R231,N231,label,5. 고정사업장에 배분된 적격유형자산 장부가액
국가별 계산,B234,234,2,B234:R234,B234,label,3.3.2.3 실질기반제외소득 계산 목적상 투과기업의 적격인건비 및 적격유형자산 장부가액의 배분
국가별 계산,B235,235,2,B235:C235,B235,label,1. 적격인건비
국가별 계산,D235,235,4,D235:G235,D235,label,2. 적격유형자산 장부가액
국가별 계산,H235,235,8,H235:J235,H235,label,3. 주주구성기업 (또는 주주인  공동기업그룹 기업) 소재지국
국가별 계산,K235,235,11,K235:M235,K235,label,4. 주주구성기업 (또는 주주인 공동 기업그룹 기업)에 배분된 적격 인건비 (또는 실질기반제외소득  계산에서 제외되는 금액)
국가별 계산,N235,235,14,N235:R235,N235,label,5. 주주구성기업 (또는 주주인 공동기업그룹 기업)에 배분된 적격유형자산 장부가액 (또는  실질기반제외소득 계산에서 제외되는 금액)
국가별 계산,B238,238,2,B238:R238,B238,label,3.3.3 당기추가세액가산액
국가별 계산,B239,239,2,B239:R239,B239,label,3.3.3.1 「국제조세조정에 관한 법률 시행령」 제119조제2항 외의 당기추가세액가산액
국가별 계산,B240,240,2,,,label,1. 관련 근거
국가별 계산,C240,240,3,C240:D240,C240,label,2. 관련 사업연도
국가별 계산,E240,240,5,E240:F240,E240,label,3. 당초신고 또는 재계산
국가별 계산,G240,240,7,G240:I240,G240,label,4. 순글로벌최저한세 소득ㆍ결손
국가별 계산,J240,240,10,,,label,5. 조정대상조세
국가별 계산,K240,240,11,,,label,6. 실효세율
국가별 계산,L240,240,12,L240:M240,L240,label,7. 초과 이익
국가별 계산,N240,240,14,,,label,8. 추가세액    비율(%)
국가별 계산,O240,240,15,O240:P240,O240,label,9. 추가세액
국가별 계산,Q240,240,17,Q240:R240,Q240,label,10. 당기추가세액 가산액
국가별 계산,C241,241,3,C241:D242,C241,label,이전 사업연도
국가별 계산,E241,241,5,E241:F241,E241,label,a. 당초신고
국가별 계산,E242,242,5,E242:F242,E242,label,b. 재계산
국가별 계산,B244,244,2,B244:R244,B244,label,3.3.3.2 「국제조세조정에 관한 법률 시행령」 제119조제2항에 따른 당기추가세액가산액
국가별 계산,B245,245,2,B245:L245,B245,label,1. 소재지국 조정대상조세(음수)
국가별 계산,B246,246,2,B246:L246,B246,label,2. 소재지국 순글로벌최저한세결손
국가별 계산,B247,247,2,B247:L247,B247,label,3. 조정대상조세 예상액
국가별 계산,M247,247,13,M247:R247,M247,value,0
국가별 계산,B248,248,2,B248:L248,B248,label,4. 당기추가세액가산액
국가별 계산,M248,248,13,M248:R248,M248,value,0
국가별 계산,B250,250,2,B250:R250,B250,label,3.3.4 적격소재국추가세액
국가별 계산,B251,251,2,B251:J251,B251,label,1. 회계기준
국가별 계산,B252,252,2,B252:J252,B252,label,2. 적격소재국추가세액
국가별 계산,B253,253,2,B253:J253,B253,label,3. 적격소재국추가세제도 최저한세율(15%보다 높은 경우)
국가별 계산,B254,254,2,B254:J254,B254,label,4. 실효세율 계산을 위한 소득 및 세금 합산 기준(글로벌최저한세 규칙과 다른 경우)
국가별 계산,B255,255,2,B255:J255,B255,label,5. 사용 통화(연결재무제표 작성 통화와 다른 경우)
국가별 계산,B256,256,2,B256:J257,B256,label,6. 연결재무제표 작성 통화 또는 현지통화 사용 여부 5년선택
국가별 계산,K256,256,11,K256:L256,K256,candidate,통화
국가별 계산,M256,256,13,M256:O256,M256,label,선택 사업연도
국가별 계산,P256,256,16,P256:R256,P256,label,취소 사업연도
국가별 계산,B258,258,2,B258:J258,B258,label,7. 실질기반제외소득 적용가능 여부
국가별 계산,B259,259,2,B259:J259,B259,label,8. 최소적용제외 특례 적용가능 여부
Entity 작성요령,B2,2,2,,,label,시트명
Entity 작성요령,C2,2,3,,,label,항목번호
Entity 작성요령,D2,2,4,,,label,항목명
Entity 작성요령,E2,2,5,,,label,항목내용
Entity 작성요령,F2,2,6,,,label,복수선택
Entity 작성요령,B3,3,2,,,label,구성기업 계산
Entity 작성요령,C3,3,3,,,label,3.2.4(b)1
Entity 작성요령,D3,3,4,,,label,연결납세그룹
Entity 작성요령,E3,3,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B4,4,2,,,label,구성기업 계산
Entity 작성요령,C4,4,3,,,label,3.2.4(b)2
Entity 작성요령,D4,4,4,,,label,해당 연결납세그룹에 포함된 기업
Entity 작성요령,E4,4,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B5,5,2,,,label,구성기업 계산
Entity 작성요령,C5,5,3,,,label,3.2.4.1(b)1
Entity 작성요령,D5,5,4,,,label,해당 국가에 소재하는 구성기업 또는 공동기업그룹 기업 또는 무국적구성기업
Entity 작성요령,E5,5,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B6,6,2,,,label,구성기업 계산
Entity 작성요령,C6,6,3,,,label,3.2.4.1(b)3
Entity 작성요령,D6,6,4,,,label,조정 근거
Entity 작성요령,E6,6,5,,,candidate,GIR1701: Article 3.4 GIR1702: Article 3.5.3 GIR1703: Article 3.5.1(a) GIR1704: Article 3.5.1(b)
Entity 작성요령,B7,7,2,,,label,구성기업 계산
Entity 작성요령,C7,7,3,,,label,3.2.4.1(b)4
Entity 작성요령,D7,7,4,,,label,상대구성기업 또는 공동기업그룹 기업
Entity 작성요령,E7,7,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B8,8,2,,,label,구성기업 계산
Entity 작성요령,C8,8,3,,,label,3.2.4.1(b)5
Entity 작성요령,D8,8,4,,,label,상대구성기업 또는 공동기업그룹 기업의 소재지국
Entity 작성요령,E8,8,5,,,label,국가코드: ISO3166-alpha2
Entity 작성요령,B9,9,2,,,label,구성기업 계산
Entity 작성요령,C9,9,3,,,label,3.2.4.1(c)1
Entity 작성요령,D9,9,4,,,label,해당 국가에 소재하는 구성기업 또는 공동기업그룹 기업
Entity 작성요령,E9,9,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B10,10,2,,,label,구성기업 계산
Entity 작성요령,C10,10,3,,,label,3.2.4.1(c)2
Entity 작성요령,D10,10,4,,,label,조정 근거
Entity 작성요령,E10,10,5,,,candidate,GIR1801: Article 3.2.3 GIR1802: Article 3.2.7
Entity 작성요령,B11,11,2,,,label,구성기업 계산
Entity 작성요령,C11,11,3,,,label,3.2.4.1(c)3
Entity 작성요령,D11,11,4,,,label,상대구성기업 또는 공동기업그룹 기업
Entity 작성요령,E11,11,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B12,12,2,,,label,구성기업 계산
Entity 작성요령,C12,12,3,,,label,3.2.4.1(c)4
Entity 작성요령,D12,12,4,,,label,상대구성기업 또는 공동기업그룹 기업의 소재지국
Entity 작성요령,E12,12,5,,,label,국가코드: ISO3166-alpha2
Entity 작성요령,B13,13,2,,,label,구성기업 계산
Entity 작성요령,C13,13,3,,,label,3.2.4.1(d)1
Entity 작성요령,D13,13,4,,,label,해당 국가에 소재하는 구성기업 또는 공동기업그룹 기업
Entity 작성요령,E13,13,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B14,14,2,,,label,구성기업 계산
Entity 작성요령,C14,14,3,,,label,3.2.4.1(d)2
Entity 작성요령,D14,14,4,,,label,감액 근거
Entity 작성요령,E14,14,5,,,candidate,GIR1901: Article 7.1.1 (a)(i) GIR1902: Article 7.1.1 (a)(ii) GIR1903: Article 7.1.1 (b) GIR1904: Article 7.1.1 (c) GIR1905: Article 7.2.1 (a)(i) GIR1906: Article 7.2.1 (a)(ii) GIR1907: Article 7.2.1 (a)(iii) GIR1908: Article 7.2.1 (b) GIR1909: Article 7.2.1 (c) GIR1910: Article 7.2.2 GIR1999: Article 7.1.2
Entity 작성요령,B15,15,2,,,label,구성기업 계산
Entity 작성요령,C15,15,3,,,label,3.2.4.1(d)3
Entity 작성요령,D15,15,4,,,label,소유지분보유자 또는 배당수취자 정보
Entity 작성요령,E15,15,5,,,label,"개인:  ""개인"",주주수,거주지국[,세율] 법인:  ""법인"",납세자번호값,유형,발급국가[,세율[,ExTypeOfEntity코드]]  """" 안에 있는 개인 또는 법인은 그대로 기재하라는 뜻이며 [] 안에 있는 세율과 ExTypeOfEntity코드는 선택사항이라는 뜻입니다. 만약 법인의 경우 세율은 skip하고 ExTypeOfEntity코드는 입력하려면 ..,발급국가,,ExTypeOfEntity코드와 같은 방식으로 입력하면 됩니다.  ExTypeOfEntity코드 GIR2801: Governmental Entity GIR2802: International Organisation GIR2803: Non-profit Organisation GIR2804: Pension Fund GIR2805: Pension Fund that is not a Pension Services Entity"
Entity 작성요령,B16,16,2,,,label,구성기업 계산
Entity 작성요령,C16,16,3,,,label,3.2.4.2(b)1
Entity 작성요령,D16,16,4,,,label,"구성기업, 공동기업그룹 기업(또는 무국적구성기업) 납세자번호"
Entity 작성요령,E16,16,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B17,17,2,,,label,구성기업 계산
Entity 작성요령,C17,17,3,,,label,3.2.4.2(b)2
Entity 작성요령,D17,17,4,,,label,조정 근거
Entity 작성요령,E17,17,5,,,candidate,GIR2301: Article 4.3.2 (a) GIR2302: Article 4.3.2 (b) GIR2303: Article 4.3.2 (c) GIR2304: Article 4.3.2 (d) GIR2305: Article 4.3.2 (e) GIR2306: Article 4.3.3 (a) GIR2307: Article 4.3.3 (b) GIR2308: Article 4.3.4 GIR2309: Article 4.3.2(c) - Blended CFC regime
Entity 작성요령,B18,18,2,,,label,구성기업 계산
Entity 작성요령,C18,18,3,,,label,3.2.4.2(b)3
Entity 작성요령,D18,18,4,,,label,상대 구성기업(또는 공동기업그룹 기업) 납세자번호
Entity 작성요령,E18,18,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B19,19,2,,,label,구성기업 계산
Entity 작성요령,C19,19,3,,,label,3.2.4.2(b)4
Entity 작성요령,D19,19,4,,,label,상대 구성기업(또는 공동기업그룹 기업) 소재지국
Entity 작성요령,E19,19,5,,,label,국가코드: ISO3166-alpha2
Entity 작성요령,B20,20,2,,,label,구성기업 계산
Entity 작성요령,C20,20,3,,,value,3.2.4.3.1
Entity 작성요령,D20,20,4,,,label,선택적용 대상 구성기업 납세자번호
Entity 작성요령,E20,20,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B21,21,2,,,label,구성기업 계산
Entity 작성요령,C21,21,3,,,label,3.2.4.3.6k1
Entity 작성요령,D21,21,4,,,label,선택적용 대상 구성기업 납세자번호
Entity 작성요령,E21,21,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B22,22,2,,,label,구성기업 계산
Entity 작성요령,C22,22,3,,,label,3.2.4.4(a)1
Entity 작성요령,D22,22,4,,,label,본 소재지국 구성기업 납세자번호
Entity 작성요령,E22,22,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B23,23,2,,,label,구성기업 계산
Entity 작성요령,C23,23,3,,,label,3.2.4.4(a)2
Entity 작성요령,D23,23,4,,,candidate,유형
Entity 작성요령,E23,23,5,,,candidate,GIR2101: Article 3.3.2.a GIR2102: Article 3.3.2.b GIR2103: Article 3.3.2.c GIR2104: Article 3.3.2.d GIR2105: Article 3.3.2.e GIR2106: Article 3.3.2.f
Entity 작성요령,F23,23,6,,,label,가능(컴마로 구분)
Entity 작성요령,B24,24,2,,,label,구성기업 계산
Entity 작성요령,C24,24,3,,,label,3.2.4.4(a)6
Entity 작성요령,D24,24,4,,,candidate,유형
Entity 작성요령,E24,24,5,,,candidate,GIR2201: Article 3.3.3.a GIR2202: Article 3.3.3.b GIR2203: Article 3.3.3.c GIR2204: Article 3.3.3.d GIR2205: Article 3.3.3.e
Entity 작성요령,B25,25,2,,,label,구성기업 계산
Entity 작성요령,C25,25,3,,,value,3.2.4.5.1
Entity 작성요령,D25,25,4,,,label,선택대상인 주주구성기업 (또는 주주인 공동기업그룹 기업)
Entity 작성요령,E25,25,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B26,26,2,,,label,구성기업 계산
Entity 작성요령,C26,26,3,,,value,3.2.4.5.2
Entity 작성요령,D26,26,4,,,label,선택대상 투자기업
Entity 작성요령,E26,26,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B27,27,2,,,label,구성기업 계산
Entity 작성요령,C27,27,3,,,value,3.2.4.6.1
Entity 작성요령,D27,27,4,,,label,최종모기업의 연결재무제표 작성 회계기준 외의 회계기준에 따라 계산된 회계상 순손익을 사용하는 구성기업(또는 공동기업그룹 기업)의 납세자번호
Entity 작성요령,E27,27,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B28,28,2,,,label,추가세액
Entity 작성요령,C28,28,3,,,label,3.4.1.1a
Entity 작성요령,D28,28,4,,,label,저율과세구성기업 또는 저율과세 공동기업그룹 기업의 납세자번호
Entity 작성요령,E28,28,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B29,29,2,,,label,추가세액
Entity 작성요령,C29,29,3,,,label,3.4.1.2~3.4.1.3
Entity 작성요령,D29,29,4,,,label,적격소득산입규칙을    적용해야 하는 모기업 ~ 소득산입규칙    추가세액
Entity 작성요령,E29,29,5,,,label,"모기업 납세자번호, 납세자번호 유형, 발급국가, 모기업 소재지국, 모기업 외의 다른 소유지분 보유자에게 귀속되는 글로벌최저한세소득, 모기업의 소득산입비율, 모기업의 추가세액배분액, 모기업의 추가세액배분액의 차감액, 모기업이 납부할 추가세액 합계를 콤마로 연결"
Entity 작성요령,F29,29,6,,,label,가능(세미콜론으로 구분)
Entity 작성요령,B30,30,2,,,label,추가세액
Entity 작성요령,C30,30,3,,,label,3.4.1.2a
Entity 작성요령,D30,30,4,,,label,모기업
Entity 작성요령,E30,30,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
Entity 작성요령,B31,31,2,,,label,추가세액
Entity 작성요령,C31,31,3,,,label,3.4.1.2b
Entity 작성요령,D31,31,4,,,label,모기업 소재지국
Entity 작성요령,E31,31,5,,,label,국가코드: ISO3166-alpha2
Entity 작성요령,B32,32,2,,,label,추가세액
Entity 작성요령,C32,32,3,,,value,3.4.2.1
Entity 작성요령,D32,32,4,,,label,「국제조세조정에 관한 법률」 제73조제3항제1호에 해당하지 않는 저율과세구성기업 또는 저율과세 공동기업그룹 기업의 납세자번호
Entity 작성요령,E32,32,5,,,label,"납세자번호, 납세자번호 유형, 발급국가를 컴마로 구분하여 기재    납세자번호 유형  GIR3001: Tax Identification Number  GIR3002: Functionally equivalent number  GIR3003: Agreed GIR designated number  GIR3004: Not required to be reported    발급국가 ISO3166-alpha2"
구성기업 계산,B2,2,2,B2:R2,B2,label,3.2.4 구성기업(공동기업그룹 기업)별 계산
구성기업 계산,B3,3,2,B3:R3,B3,label,(a) 전환기 국가별 간소화 신고체계 선택
구성기업 계산,B4,4,2,B4:N4,B4,label,1. 귀 다국적기업그룹은 전환기 국가별 간소화 신고체계의 적용을 선택합니까?
구성기업 계산,B6,6,2,B6:R6,B6,label,(b) 연결납세그룹에 대한 통합신고
구성기업 계산,B7,7,2,B7:J7,B7,label,1. 연결납세그룹(납세자번호)
구성기업 계산,K7,7,11,K7:R7,K7,label,2. 해당 연결납세그룹에 포함된 기업(납세자번호)
구성기업 계산,B13,13,2,B13:R13,B13,label,3.2.4.1 글로벌최저한세소득ㆍ결손
구성기업 계산,B14,14,2,B14:R14,B14,label,(a) 회계상 순손익에 대한 조정
구성기업 계산,B15,15,2,B15:L15,B15,label,1. 구성기업 또는 공동기업그룹 기업의 납세자번호
구성기업 계산,B16,16,2,B16:L16,B16,label,2. 「국제조세조정에 관한 법률」 제66조제4항부터 제7항까지 및 같은 법 시행령 제107조ㆍ제108조에 따른 배분 후 회계상 순손익
구성기업 계산,B17,17,2,B17:L17,B17,label,3. 조정사항
구성기업 계산,M17,17,13,M17:O17,M17,label,가산액
구성기업 계산,P17,17,16,P17:R17,P17,label,차감액
구성기업 계산,B18,18,2,B18:L18,B18,label,(a) 순조세비용의 가산(「국제조세조정에 관한 법률 시행규칙」 별표 1 제1호)
구성기업 계산,B19,19,2,B19:L19,B19,label,(b) 배당수익의 차감(「국제조세조정에 관한 법률 시행규칙」 별표 1 제2호)
구성기업 계산,B20,20,2,B20:L20,B20,label,(c) 지분손익의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제4호)
구성기업 계산,B21,21,2,B21:L21,B21,label,(d) 재평가손익의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제5호)
구성기업 계산,B22,22,2,B22:L22,B22,label,(e) 글로벌최저한세조직재편에 대한 특례(「국제조세조정에 관한 법률」 제76조제2항부터 제4항까지 및 같은 법 시행령 제129조)
구성기업 계산,B23,23,2,B23:L23,B23,label,(f) 비대칭외환손익의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제6호)
구성기업 계산,B24,24,2,B24:L24,B24,label,(g) 정책적 부인비용의 가산(「국제조세조정에 관한 법률 시행규칙」 별표 1 제3호)
구성기업 계산,B25,25,2,B25:L25,B25,label,(h) 전기 오류수정에 따른 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제14호)
구성기업 계산,B26,26,2,B26:L26,B26,label,(i) 회계정책 변경에 따른 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제14호)
구성기업 계산,B27,27,2,B27:L27,B27,label,(j) 연금손익의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제7호)
구성기업 계산,B28,28,2,B28:L28,B28,label,(k) 채무면제이익의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제11호)
구성기업 계산,B29,29,2,B29:L29,B29,label,(l) 주식기준보상비용의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제8호)
구성기업 계산,B30,30,2,B30:L30,B30,label,(m) 정상가격 및 동일가격 원칙의 적용에 따른 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제17호)
구성기업 계산,B31,31,2,B31:L31,B31,label,(n) 적격환급가능세액공제 또는 적격양도가능세액공제 금액의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제12호 및 제13호)
구성기업 계산,B32,32,2,B32:L32,B32,label,(o) 실현주의의 적용에 따른 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제16호)
구성기업 계산,B33,33,2,B33:L33,B33,label,(p) 총자산처분이익의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제10호)
구성기업 계산,B34,34,2,B34:L34,B34,label,(q) 그룹내부금융약정비용의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제9호)
구성기업 계산,B35,35,2,B35:L35,B35,label,(r) 구성기업 간 연결회계조정 결과의 반영에 따른 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제15호)
구성기업 계산,B36,36,2,B36:L36,B36,label,(s) 보험계약자 관련 손익의 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제18호)
구성기업 계산,B37,37,2,B37:L37,B37,label,(t) 그 밖의 기본자본 등에 대한 배당에 따른 조정(「국제조세조정에 관한 법률 시행규칙」 별표 1 제19호)
구성기업 계산,B38,38,2,B38:L38,B38,label,(u) 조직재편시 구성기업의 처리(「국제조세조정에 관한 법률 시행령」 제128조)
